timestamp,iss_position.longitude,iss_position.latitude
2026-02-18 03:14:04,-116.1978,-51.6039
2026-02-18 03:15:31,-107.6067,-51.1519
2026-02-18 03:17:47,-94.9417,-49.1525
2026-02-18 03:18:26,-91.5183,-48.3071
2026-02-18 03:19:23,-86.6991,-46.866
2026-02-18 03:19:26,-86.4554,-46.7848
2026-02-18 03:19:30,-86.172,-46.6894
2026-02-18 03:19:33,-85.8897,-46.5932
2026-02-18 03:19:37,-85.5683,-46.4823
2026-02-18 03:19:45,-84.9298,-46.2575
